Year,Series,Discrimination indicators,Geography,Gender,Age group,Immigrant status,Visible minority,Indigenous identity,Disability,LGBTQ2+,Highest level of education,Main activity,Area,Progress,GeoCode,Value
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,,Chinese,,,,,,,,11124,65.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,,Chinese,,,,,,,,11124,14.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,,Chinese,,,,,,,,11124,27.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,,Chinese,,,,,,,,11124,12.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,,Black,,,,,,,,11124,49.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,,Black,,,,,,,,11124,28.9
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,,Black,,,,,,,,11124,15.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,,Black,,,,,,,,11124,9.6
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,,Black,,,,,,,,11124,63.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,,Black,,,,,,,,11124,17.6
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,,Black,,,,,,,,11124,22.1
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,,Black,,,,,,,,11124,40.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,,Filipino,,,,,,,,11124,45.6
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,,Filipino,,,,,,,,11124,9.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,,Filipino,,,,,,,,11124,8.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,,Filipino,,,,,,,,11124,5.9
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,,Filipino,,,,,,,,11124,55.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,,Filipino,,,,,,,,11124,17.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,,Filipino,,,,,,,,11124,22.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,,Filipino,,,,,,,,11124,12.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,,Not a visible minority,,,,,,,,11124,41.1
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,,Not a visible minority,,,,,,,,11124,20.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,,Not a visible minority,,,,,,,,11124,26.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,,Not a visible minority,,,,,,,,11124,22.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,,Not a visible minority,,,,,,,,11124,41.9
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,,Not a visible minority,,,,,,,,11124,26.1
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,,Not a visible minority,,,,,,,,11124,12.9
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,,Not a visible minority,,,,,,,,11124,18.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,,,Indigenous identity,,,,,,,11124,47.1
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,,,Indigenous identity,,,,,,,11124,16.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,,,Indigenous identity,,,,,,,11124,35.6
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,,,Indigenous identity,,,,,,,11124,23.9
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,,,Indigenous identity,,,,,,,11124,58.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,,,Indigenous identity,,,,,,,11124,24.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,,,Indigenous identity,,,,,,,11124,22.2
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,,,Indigenous identity,,,,,,,11124,22.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,,,Single Indigenous identity,,,,,,,11124,46.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,,,Single Indigenous identity,,,,,,,11124,17.7
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,,,Single Indigenous identity,,,,,,,11124,37.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,,,Single Indigenous identity,,,,,,,11124,25.1
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,,,Single Indigenous identity,,,,,,,11124,59.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,,,Single Indigenous identity,,,,,,,11124,25.8
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,,,Single Indigenous identity,,,,,,,11124,23.4
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,,,Single Indigenous identity,,,,,,,11124,21.3
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,,,Non-Indigenous identity,,,,,,,11124,39.5
2024 Q4,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,,,Non-Indigenous identity,,,,,,,11124,20.1
