Year,Status,Geography,Gender,Age group,GeoCode,Value
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Men+,20 to 24 years,24,15
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Women+,20 to 24 years,24,11
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 19 years,24,2
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Men+,15 to 19 years,24,2
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Women+,15 to 19 years,24,1
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 24 years,24,3
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Men+,15 to 24 years,24,4
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Women+,15 to 24 years,24,3
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Total - Gender,18 to 24 years,24,5
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Men+,18 to 24 years,24,5
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Women+,18 to 24 years,24,4
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Total - Gender,20 to 24 years,24,5
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Men+,20 to 24 years,24,6
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Women+,20 to 24 years,24,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 19 years,24,3
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Men+,15 to 19 years,24,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Women+,15 to 19 years,24,3
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 24 years,24,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Men+,15 to 24 years,24,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Women+,15 to 24 years,24,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Total - Gender,18 to 24 years,24,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Men+,18 to 24 years,24,9
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Women+,18 to 24 years,24,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Total - Gender,20 to 24 years,24,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Men+,20 to 24 years,24,9
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Women+,20 to 24 years,24,7
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 19 years,35,6
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Men+,15 to 19 years,35,7
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Women+,15 to 19 years,35,5
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 24 years,35,10
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Men+,15 to 24 years,35,11
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Women+,15 to 24 years,35,8
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Total - Gender,18 to 24 years,35,12
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Men+,18 to 24 years,35,14
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Women+,18 to 24 years,35,10
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Total - Gender,20 to 24 years,35,13
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Men+,20 to 24 years,35,15
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Women+,20 to 24 years,35,11
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 19 years,35,2
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Men+,15 to 19 years,35,3
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Women+,15 to 19 years,35,1
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 24 years,35,4
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Men+,15 to 24 years,35,5
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Women+,15 to 24 years,35,3
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Total - Gender,18 to 24 years,35,6
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Men+,18 to 24 years,35,7
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Women+,18 to 24 years,35,5
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Total - Gender,20 to 24 years,35,7
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Men+,20 to 24 years,35,7
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Women+,20 to 24 years,35,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 19 years,35,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Men+,15 to 19 years,35,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Women+,15 to 19 years,35,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 24 years,35,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Men+,15 to 24 years,35,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Women+,15 to 24 years,35,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Total - Gender,18 to 24 years,35,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Men+,18 to 24 years,35,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Women+,18 to 24 years,35,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Total - Gender,20 to 24 years,35,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Men+,20 to 24 years,35,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Women+,20 to 24 years,35,6
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Total - Gender,15 to 19 years,46,7
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Men+,15 to 19 years,46,7
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Women+,15 to 19 years,46,8
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Total - Gender,15 to 24 years,46,9
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Men+,15 to 24 years,46,9
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Women+,15 to 24 years,46,10
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Total - Gender,18 to 24 years,46,11
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Men+,18 to 24 years,46,10
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Women+,18 to 24 years,46,11
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Total - Gender,20 to 24 years,46,11
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Men+,20 to 24 years,46,10
2024,"Sub-total, not in employment, education or training (NEET)",Manitoba,Women+,20 to 24 years,46,11
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Total - Gender,15 to 19 years,46,2
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Men+,15 to 19 years,46,2
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Total - Gender,15 to 24 years,46,3
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Men+,15 to 24 years,46,3
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Women+,15 to 24 years,46,2
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Total - Gender,18 to 24 years,46,3
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Men+,18 to 24 years,46,4
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Women+,18 to 24 years,46,3
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Total - Gender,20 to 24 years,46,4
2024,"Unemployed, Not in employment, education or training (NEET)",Manitoba,Men+,20 to 24 years,46,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Total - Gender,15 to 19 years,46,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Men+,15 to 19 years,46,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Women+,15 to 19 years,46,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Total - Gender,15 to 24 years,46,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Men+,15 to 24 years,46,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Women+,15 to 24 years,46,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Total - Gender,18 to 24 years,46,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Men+,18 to 24 years,46,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Women+,18 to 24 years,46,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Total - Gender,20 to 24 years,46,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Men+,20 to 24 years,46,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Manitoba,Women+,20 to 24 years,46,8
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 19 years,47,6
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 19 years,47,6
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Women+,15 to 19 years,47,6
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 24 years,47,10
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 24 years,47,11
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Women+,15 to 24 years,47,10
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Total - Gender,18 to 24 years,47,13
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Men+,18 to 24 years,47,14
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Women+,18 to 24 years,47,13
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Total - Gender,20 to 24 years,47,15
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Men+,20 to 24 years,47,15
2024,"Sub-total, not in employment, education or training (NEET)",Saskatchewan,Women+,20 to 24 years,47,14
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 19 years,47,2
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 24 years,47,4
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 24 years,47,4
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Women+,15 to 24 years,47,3
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,18 to 24 years,47,5
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Men+,18 to 24 years,47,6
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Women+,18 to 24 years,47,4
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,20 to 24 years,47,5
2024,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Men+,20 to 24 years,47,6
