Year,Series,Elements,Data categories,Pillar,Value
2016,Open Data Inventory (ODIN),Overall score,Agriculture and land use,,80.0
2016,Open Data Inventory (ODIN),Overall score,Resource use,,60.0
2016,Open Data Inventory (ODIN),Overall score,Energy use,,75.0
2016,Open Data Inventory (ODIN),Overall score,Pollution,,60.0
2016,Open Data Inventory (ODIN),Overall score,Built environment,,65.0
2016,Open Data Inventory (ODIN),Overall score,Environment subscore,,68.0
2016,Open Data Inventory (ODIN),,,,74.8
2017,Open Data Inventory (ODIN),Overall score,Population and vital statistics,,85.0
2017,Open Data Inventory (ODIN),Overall score,Education facilities,,70.0
2017,Open Data Inventory (ODIN),Overall score,Education outcomes,,65.0
2017,Open Data Inventory (ODIN),Overall score,Health facilities,,70.0
2017,Open Data Inventory (ODIN),Overall score,Health outcomes,,75.0
2017,Open Data Inventory (ODIN),Overall score,Reproductive health,,65.0
2017,Open Data Inventory (ODIN),Overall score,Gender statistics,,65.0
2017,Open Data Inventory (ODIN),Overall score,Crime and justice,,60.0
2017,Open Data Inventory (ODIN),Overall score,Poverty and income,,85.0
2017,Open Data Inventory (ODIN),Overall score,Social statistics subscore,,71.1
2017,Open Data Inventory (ODIN),Overall score,National accounts,,83.3
2017,Open Data Inventory (ODIN),Overall score,Labor,,85.0
2017,Open Data Inventory (ODIN),Overall score,Price indexes,,80.0
2017,Open Data Inventory (ODIN),Overall score,Government finance,,83.3
2017,Open Data Inventory (ODIN),Overall score,Money and banking,,81.3
2017,Open Data Inventory (ODIN),Overall score,International trade,,93.8
2017,Open Data Inventory (ODIN),Overall score,Balance of payments,,93.8
2017,Open Data Inventory (ODIN),Overall score,Economic and financial statistics subscore,,85.5
2017,Open Data Inventory (ODIN),Overall score,Agriculture and land use,,60.0
2017,Open Data Inventory (ODIN),Overall score,Resource use,,70.0
2017,Open Data Inventory (ODIN),Overall score,Energy use,,75.0
2017,Open Data Inventory (ODIN),Overall score,Pollution,,75.0
2017,Open Data Inventory (ODIN),Overall score,Built environment,,65.0
2017,Open Data Inventory (ODIN),Overall score,Environment subscore,,69.0
2017,Open Data Inventory (ODIN),,,,74.8
2018,Open Data Inventory (ODIN),Overall score,Population and vital statistics,,90.0
2018,Open Data Inventory (ODIN),Overall score,Education facilities,,65.0
2018,Open Data Inventory (ODIN),Overall score,Education outcomes,,60.0
2018,Open Data Inventory (ODIN),Overall score,Health facilities,,70.0
2018,Open Data Inventory (ODIN),Overall score,Health outcomes,,90.0
2018,Open Data Inventory (ODIN),Overall score,Reproductive health,,65.0
2018,Open Data Inventory (ODIN),Overall score,Gender statistics,,70.0
2018,Open Data Inventory (ODIN),Overall score,Crime and justice,,80.0
2018,Open Data Inventory (ODIN),Overall score,Poverty and income,,90.0
2018,Open Data Inventory (ODIN),Overall score,Social statistics subscore,,75.6
2018,Open Data Inventory (ODIN),Overall score,National accounts,,88.9
2018,Open Data Inventory (ODIN),Overall score,Labor,,85.0
2018,Open Data Inventory (ODIN),Overall score,Price indexes,,88.9
2018,Open Data Inventory (ODIN),Overall score,Government finance,,83.3
2018,Open Data Inventory (ODIN),Overall score,Money and banking,,93.8
2018,Open Data Inventory (ODIN),Overall score,International trade,,93.8
2018,Open Data Inventory (ODIN),Overall score,Balance of payments,,93.8
2018,Open Data Inventory (ODIN),Overall score,Economic and financial statistics subscore,,89.3
2018,Open Data Inventory (ODIN),Overall score,Agriculture and land use,,65.0
2018,Open Data Inventory (ODIN),Overall score,Resource use,,77.8
2018,Open Data Inventory (ODIN),Overall score,Energy use,,83.3
2018,Open Data Inventory (ODIN),Overall score,Pollution,,72.2
2018,Open Data Inventory (ODIN),Overall score,Built environment,,65.0
2018,Open Data Inventory (ODIN),Overall score,Environment subscore,,72.3
2018,Open Data Inventory (ODIN),,,,78.8
2019,Open Data Inventory (ODIN),Overall score,Population and vital statistics,,90.0
2019,Open Data Inventory (ODIN),Overall score,Education facilities,,65.0
2019,Open Data Inventory (ODIN),Overall score,Education outcomes,,60.0
2019,Open Data Inventory (ODIN),Overall score,Health facilities,,70.0
2019,Open Data Inventory (ODIN),Overall score,Health outcomes,,90.0
2019,Open Data Inventory (ODIN),Overall score,Reproductive health,,65.0
2019,Open Data Inventory (ODIN),Overall score,Gender statistics,,70.0
2019,Open Data Inventory (ODIN),Overall score,Crime and justice,,80.0
2019,Open Data Inventory (ODIN),Overall score,Poverty and income,,90.0
2019,Open Data Inventory (ODIN),Overall score,Social statistics subscore,,75.6
2019,Open Data Inventory (ODIN),Overall score,National accounts,,88.9
2019,Open Data Inventory (ODIN),Overall score,Labor,,85.0
2019,Open Data Inventory (ODIN),Overall score,Price indexes,,88.9
2019,Open Data Inventory (ODIN),Overall score,Government finance,,83.3
2019,Open Data Inventory (ODIN),Overall score,Money and banking,,93.8
2019,Open Data Inventory (ODIN),Overall score,International trade,,93.8
2019,Open Data Inventory (ODIN),Overall score,Balance of payments,,93.8
2019,Open Data Inventory (ODIN),Overall score,Economic and financial statistics subscore,,89.3
2019,Open Data Inventory (ODIN),Overall score,Agriculture and land use,,65.0
2019,Open Data Inventory (ODIN),Overall score,Resource use,,77.8
2019,Open Data Inventory (ODIN),Overall score,Energy use,,83.3
2019,Open Data Inventory (ODIN),Overall score,Pollution,,72.2
2019,Open Data Inventory (ODIN),Overall score,Built environment,,65.0
2019,Open Data Inventory (ODIN),Overall score,Environment subscore,,72.3
2019,Open Data Inventory (ODIN),,,,78.8
2020,Open Data Inventory (ODIN),Overall score,Population and vital statistics,,90.0
2020,Open Data Inventory (ODIN),Overall score,Education facilities,,65.0
2020,Open Data Inventory (ODIN),Overall score,Education outcomes,,45.0
2020,Open Data Inventory (ODIN),Overall score,Health facilities,,60.0
2020,Open Data Inventory (ODIN),Overall score,Health outcomes,,75.0
2020,Open Data Inventory (ODIN),Overall score,Reproductive health,,60.0
2020,Open Data Inventory (ODIN),Overall score,Food security and nutrition,,61.1
2020,Open Data Inventory (ODIN),Overall score,Gender statistics,,70.0
2020,Open Data Inventory (ODIN),Overall score,Crime and justice,,80.0
2020,Open Data Inventory (ODIN),Overall score,Poverty and income,,90.0
2020,Open Data Inventory (ODIN),Overall score,Social statistics subscore,,69.7
2020,Open Data Inventory (ODIN),Overall score,National accounts,,88.9
2020,Open Data Inventory (ODIN),Overall score,Labor,,95.0
2020,Open Data Inventory (ODIN),Overall score,Price indexes,,94.4
2020,Open Data Inventory (ODIN),Overall score,Government finance,,83.3
2020,Open Data Inventory (ODIN),Overall score,Money and banking,,87.5
2020,Open Data Inventory (ODIN),Overall score,International trade,,93.8
2020,Open Data Inventory (ODIN),Overall score,Balance of payments,,93.8
2020,Open Data Inventory (ODIN),Overall score,Economic and financial statistics subscore,,91.0
2020,Open Data Inventory (ODIN),Overall score,Agriculture and land use,,55.0
2020,Open Data Inventory (ODIN),Overall score,Resource use,,72.2
2020,Open Data Inventory (ODIN),Overall score,Energy use,,87.5
2020,Open Data Inventory (ODIN),Overall score,Pollution,,61.1
2020,Open Data Inventory (ODIN),Overall score,Built environment,,70.0
2020,Open Data Inventory (ODIN),Overall score,Environment subscore,,68.5
2020,Open Data Inventory (ODIN),,,,76.0
2022,Open Data Inventory (ODIN),Overall score,Population and vital statistics,,85.0
2022,Open Data Inventory (ODIN),Overall score,Education facilities,,65.0
2022,Open Data Inventory (ODIN),Overall score,Education outcomes,,55.0
2022,Open Data Inventory (ODIN),Overall score,Health facilities,,60.0
2022,Open Data Inventory (ODIN),Overall score,Health outcomes,,90.0
2022,Open Data Inventory (ODIN),Overall score,Reproductive health,,75.0
2022,Open Data Inventory (ODIN),Overall score,Food security and nutrition,,66.7
2022,Open Data Inventory (ODIN),Overall score,Gender statistics,,65.0
2022,Open Data Inventory (ODIN),Overall score,Crime and justice,,80.0
2022,Open Data Inventory (ODIN),Overall score,Poverty and income,,95.0
2022,Open Data Inventory (ODIN),Overall score,Social statistics subscore,,73.7
2022,Open Data Inventory (ODIN),Overall score,National accounts,,83.3
2022,Open Data Inventory (ODIN),Overall score,Labor,,95.0
2022,Open Data Inventory (ODIN),Overall score,Price indexes,,88.9
2022,Open Data Inventory (ODIN),Overall score,Government finance,,83.3
2022,Open Data Inventory (ODIN),Overall score,Money and banking,,87.5
2022,Open Data Inventory (ODIN),Overall score,International trade,,93.8
2022,Open Data Inventory (ODIN),Overall score,Balance of payments,,93.8
2022,Open Data Inventory (ODIN),Overall score,Economic and financial statistics subscore,,89.3
2022,Open Data Inventory (ODIN),Overall score,Agriculture and land use,,65.0
2022,Open Data Inventory (ODIN),Overall score,Resource use,,61.1
2022,Open Data Inventory (ODIN),Overall score,Energy use,,87.5
2022,Open Data Inventory (ODIN),Overall score,Pollution,,72.2
2022,Open Data Inventory (ODIN),Overall score,Built environment,,65.0
2022,Open Data Inventory (ODIN),Overall score,Environment subscore,,69.6
2022,Open Data Inventory (ODIN),,,,77.2
2024,Open Data Inventory (ODIN),Overall score,Population and vital statistics,,80.0
2024,Open Data Inventory (ODIN),Overall score,Education facilities,,60.0
2024,Open Data Inventory (ODIN),Overall score,Education outcomes,,55.0
2024,Open Data Inventory (ODIN),Overall score,Health facilities,,75.0
2024,Open Data Inventory (ODIN),Overall score,Health outcomes,,95.0
2024,Open Data Inventory (ODIN),Overall score,Reproductive health,,80.0
2024,Open Data Inventory (ODIN),Overall score,Food security and nutrition,,72.2
2024,Open Data Inventory (ODIN),Overall score,Gender statistics,,60.0
2024,Open Data Inventory (ODIN),Overall score,Crime and justice,,80.0
2024,Open Data Inventory (ODIN),Overall score,Poverty and income,,95.0
2024,Open Data Inventory (ODIN),Overall score,Social statistics subscore,,75.2
2024,Open Data Inventory (ODIN),Overall score,National accounts,,83.3
2024,Open Data Inventory (ODIN),Overall score,Labor,,95.0
2024,Open Data Inventory (ODIN),Overall score,Price indexes,,88.9
2024,Open Data Inventory (ODIN),Overall score,Government finance,,83.3
2024,Open Data Inventory (ODIN),Overall score,Money and banking,,87.5
2024,Open Data Inventory (ODIN),Overall score,International trade,,93.8
2024,Open Data Inventory (ODIN),Overall score,Balance of payments,,93.8
2024,Open Data Inventory (ODIN),Overall score,Economic and financial statistics subscore,,89.3
2024,Open Data Inventory (ODIN),Overall score,Agriculture and land use,,65.0
2024,Open Data Inventory (ODIN),Overall score,Resource use,,72.2
2024,Open Data Inventory (ODIN),Overall score,Energy use,,93.8
2024,Open Data Inventory (ODIN),Overall score,Pollution,,56.2
2024,Open Data Inventory (ODIN),Overall score,Built environment,,70.0
2024,Open Data Inventory (ODIN),Overall score,Environment subscore,,71.1
2024,Open Data Inventory (ODIN),,,,78.3
2024,Statistical Performance Indicators (SPI),,,Pillar 1 - Data Use,100.0
2024,Statistical Performance Indicators (SPI),,,Pillar 2 - Data Services,93.3
2024,Statistical Performance Indicators (SPI),,,Pillar 3 - Data Products,87.21875
2024,Statistical Performance Indicators (SPI),,,Pillar 4 - Data Sources,91.275
2024,Statistical Performance Indicators (SPI),,,Pillar 5 - Data Infrastructure,90.0
2024,Statistical Performance Indicators (SPI),,,,92.35875
2023,Statistical Performance Indicators (SPI),,,Pillar 1 - Data Use,100.0
2023,Statistical Performance Indicators (SPI),,,Pillar 2 - Data Services,92.7333333333333
2023,Statistical Performance Indicators (SPI),,,Pillar 3 - Data Products,84.75
2023,Statistical Performance Indicators (SPI),,,Pillar 4 - Data Sources,89.825
2023,Statistical Performance Indicators (SPI),,,Pillar 5 - Data Infrastructure,100.0
2023,Statistical Performance Indicators (SPI),,,,93.4616666666667
2022,Statistical Performance Indicators (SPI),,,Pillar 1 - Data Use,100.0
2022,Statistical Performance Indicators (SPI),,,Pillar 2 - Data Services,92.7333333333333
2022,Statistical Performance Indicators (SPI),,,Pillar 3 - Data Products,76.55
2022,Statistical Performance Indicators (SPI),,,Pillar 4 - Data Sources,89.825
2022,Statistical Performance Indicators (SPI),,,Pillar 5 - Data Infrastructure,100.0
2022,Statistical Performance Indicators (SPI),,,,91.8216666666667
2021,Statistical Performance Indicators (SPI),,,Pillar 1 - Data Use,100.0
2021,Statistical Performance Indicators (SPI),,,Pillar 2 - Data Services,93.0666666666666
2021,Statistical Performance Indicators (SPI),,,Pillar 3 - Data Products,83.6875
2021,Statistical Performance Indicators (SPI),,,Pillar 4 - Data Sources,90.35
2021,Statistical Performance Indicators (SPI),,,Pillar 5 - Data Infrastructure,100.0
2021,Statistical Performance Indicators (SPI),,,,93.4208333333333
2020,Statistical Performance Indicators (SPI),,,Pillar 1 - Data Use,100.0
2020,Statistical Performance Indicators (SPI),,,Pillar 2 - Data Services,93.0666666666666
2020,Statistical Performance Indicators (SPI),,,Pillar 3 - Data Products,67.1
2020,Statistical Performance Indicators (SPI),,,Pillar 4 - Data Sources,82.0166666666667
2020,Statistical Performance Indicators (SPI),,,Pillar 5 - Data Infrastructure,95.0
2020,Statistical Performance Indicators (SPI),,,,87.4366666666667
2019,Statistical Performance Indicators (SPI),,,Pillar 1 - Data Use,100.0
2019,Statistical Performance Indicators (SPI),,,Pillar 2 - Data Services,93.2
2019,Statistical Performance Indicators (SPI),,,Pillar 3 - Data Products,60.0125
2019,Statistical Performance Indicators (SPI),,,Pillar 4 - Data Sources,84.1166666666667
2019,Statistical Performance Indicators (SPI),,,Pillar 5 - Data Infrastructure,100.0
2019,Statistical Performance Indicators (SPI),,,,87.4658333333333
2018,Statistical Performance Indicators (SPI),,,Pillar 1 - Data Use,100.0
2018,Statistical Performance Indicators (SPI),,,Pillar 2 - Data Services,93.2
2018,Statistical Performance Indicators (SPI),,,Pillar 3 - Data Products,60.5375
2018,Statistical Performance Indicators (SPI),,,Pillar 4 - Data Sources,84.1166666666667
2018,Statistical Performance Indicators (SPI),,,Pillar 5 - Data Infrastructure,95.0
2018,Statistical Performance Indicators (SPI),,,,86.5708333333333
2017,Statistical Performance Indicators (SPI),,,Pillar 1 - Data Use,100.0
2017,Statistical Performance Indicators (SPI),,,Pillar 2 - Data Services,95.2333333333333
2017,Statistical Performance Indicators (SPI),,,Pillar 3 - Data Products,64.14375
2017,Statistical Performance Indicators (SPI),,,Pillar 4 - Data Sources,77.8666666666667
2017,Statistical Performance Indicators (SPI),,,Pillar 5 - Data Infrastructure,95.0
2017,Statistical Performance Indicators (SPI),,,,86.44875
2016,Statistical Performance Indicators (SPI),,,Pillar 1 - Data Use,100.0
2016,Statistical Performance Indicators (SPI),,,Pillar 2 - Data Services,95.1
2016,Statistical Performance Indicators (SPI),,,Pillar 3 - Data Products,59.20625
2016,Statistical Performance Indicators (SPI),,,Pillar 4 - Data Sources,82.0916666666667
2016,Statistical Performance Indicators (SPI),,,Pillar 5 - Data Infrastructure,95.0
2016,Statistical Performance Indicators (SPI),,,,86.2795833333333
2015,Statistical Performance Indicators (SPI),,,Pillar 1 - Data Use,80.0
2015,Statistical Performance Indicators (SPI),,,Pillar 3 - Data Products,57.16875
2014,Statistical Performance Indicators (SPI),,,Pillar 1 - Data Use,60.0
2014,Statistical Performance Indicators (SPI),,,Pillar 3 - Data Products,50.56875
