Year,Type of childhood maltreatment,Geography,Gender,Age,Immigrant status,Visible minority,Indigenous identity,Disability status,Sexual orientation,GeoCode,Value
2018,Physical abuse,Ontario,Female gender,,,,,,Bisexual or pansexual,35,38.67
2018,Physical abuse,Ontario,"Total, gender",,,,,,"Not stated, sexual orientation",35,18.96
2018,Physical abuse,Ontario,Male gender,,,,,,"Not stated, sexual orientation",35,16.4
2018,Physical abuse,Ontario,Female gender,,,,,,"Not stated, sexual orientation",35,21.99
2018,Sexual abuse,Ontario,"Total, gender",,,,,,"Total, sexual orientation",35,7.01
2018,Sexual abuse,Ontario,Male gender,,,,,,"Total, sexual orientation",35,3.48
2018,Sexual abuse,Ontario,Female gender,,,,,,"Total, sexual orientation",35,10.44
2018,Sexual abuse,Ontario,"Total, gender",,,,,,Heterosexual,35,6.83
2018,Sexual abuse,Ontario,Male gender,,,,,,Heterosexual,35,3.33
2018,Sexual abuse,Ontario,Female gender,,,,,,Heterosexual,35,10.18
2018,Sexual abuse,Ontario,"Total, gender",,,,,,Sexual minority,35,13.0
2018,Sexual abuse,Ontario,Male gender,,,,,,Sexual minority,35,7.28
2018,Sexual abuse,Ontario,Female gender,,,,,,Sexual minority,35,20.11
2018,Sexual abuse,Ontario,"Total, gender",,,,,,Lesbian or gay,35,12.38
2018,Sexual abuse,Ontario,Male gender,,,,,,Lesbian or gay,35,7.81
2018,Sexual abuse,Ontario,"Total, gender",,,,,,Bisexual or pansexual,35,13.52
2018,Sexual abuse,Ontario,Female gender,,,,,,Bisexual or pansexual,35,18.91
2018,Sexual abuse,Ontario,"Total, gender",,,,,,"Not stated, sexual orientation",35,5.5
2018,Sexual abuse,Ontario,Female gender,,,,,,"Not stated, sexual orientation",35,7.35
2018,Physical or sexual abuse,Manitoba,"Total, gender",,,,,,"Total, sexual orientation",46,26.25
2018,Physical or sexual abuse,Manitoba,Male gender,,,,,,"Total, sexual orientation",46,26.84
2018,Physical or sexual abuse,Manitoba,Female gender,,,,,,"Total, sexual orientation",46,25.85
2018,Physical or sexual abuse,Manitoba,"Total, gender",,,,,,Heterosexual,46,25.92
2018,Physical or sexual abuse,Manitoba,Male gender,,,,,,Heterosexual,46,26.48
2018,Physical or sexual abuse,Manitoba,Female gender,,,,,,Heterosexual,46,25.37
2018,Physical or sexual abuse,Manitoba,"Total, gender",,,,,,Sexual minority,46,44.1
2018,Physical or sexual abuse,Manitoba,Female gender,,,,,,Sexual minority,46,42.67
2018,Physical or sexual abuse,Manitoba,"Total, gender",,,,,,"Not stated, sexual orientation",46,15.26
2018,Physical abuse,Manitoba,"Total, gender",,,,,,"Total, sexual orientation",46,22.95
2018,Physical abuse,Manitoba,Male gender,,,,,,"Total, sexual orientation",46,25.97
2018,Physical abuse,Manitoba,Female gender,,,,,,"Total, sexual orientation",46,20.09
2018,Physical abuse,Manitoba,"Total, gender",,,,,,Heterosexual,46,22.69
2018,Physical abuse,Manitoba,Male gender,,,,,,Heterosexual,46,25.68
2018,Physical abuse,Manitoba,Female gender,,,,,,Heterosexual,46,19.66
2018,Physical abuse,Manitoba,"Total, gender",,,,,,Sexual minority,46,37.48
2018,Physical abuse,Manitoba,Female gender,,,,,,Sexual minority,46,34.6
2018,Physical abuse,Manitoba,"Total, gender",,,,,,"Not stated, sexual orientation",46,13.4
2018,Sexual abuse,Manitoba,"Total, gender",,,,,,"Total, sexual orientation",46,7.89
2018,Sexual abuse,Manitoba,Male gender,,,,,,"Total, sexual orientation",46,3.66
2018,Sexual abuse,Manitoba,Female gender,,,,,,"Total, sexual orientation",46,12.15
2018,Sexual abuse,Manitoba,"Total, gender",,,,,,Heterosexual,46,7.69
2018,Sexual abuse,Manitoba,Male gender,,,,,,Heterosexual,46,3.4
2018,Sexual abuse,Manitoba,Female gender,,,,,,Heterosexual,46,12.06
2018,Sexual abuse,Manitoba,"Total, gender",,,,,,Sexual minority,46,15.89
2018,Sexual abuse,Manitoba,Female gender,,,,,,Sexual minority,46,16.2
2018,Physical or sexual abuse,Saskatchewan,"Total, gender",,,,,,"Total, sexual orientation",47,26.92
2018,Physical or sexual abuse,Saskatchewan,Male gender,,,,,,"Total, sexual orientation",47,26.5
2018,Physical or sexual abuse,Saskatchewan,Female gender,,,,,,"Total, sexual orientation",47,27.12
2018,Physical or sexual abuse,Saskatchewan,"Total, gender",,,,,,Heterosexual,47,26.9
2018,Physical or sexual abuse,Saskatchewan,Male gender,,,,,,Heterosexual,47,26.71
2018,Physical or sexual abuse,Saskatchewan,Female gender,,,,,,Heterosexual,47,26.95
2018,Physical or sexual abuse,Saskatchewan,"Total, gender",,,,,,Sexual minority,47,32.59
2018,Physical or sexual abuse,Saskatchewan,Female gender,,,,,,Sexual minority,47,33.92
2018,Physical or sexual abuse,Saskatchewan,"Total, gender",,,,,,Bisexual or pansexual,47,27.81
2018,Physical or sexual abuse,Saskatchewan,"Total, gender",,,,,,"Not stated, sexual orientation",47,20.43
2018,Physical or sexual abuse,Saskatchewan,Male gender,,,,,,"Not stated, sexual orientation",47,16.1
2018,Physical or sexual abuse,Saskatchewan,Female gender,,,,,,"Not stated, sexual orientation",47,24.48
2018,Physical abuse,Saskatchewan,"Total, gender",,,,,,"Total, sexual orientation",47,23.7
2018,Physical abuse,Saskatchewan,Male gender,,,,,,"Total, sexual orientation",47,25.53
2018,Physical abuse,Saskatchewan,Female gender,,,,,,"Total, sexual orientation",47,21.69
2018,Physical abuse,Saskatchewan,"Total, gender",,,,,,Heterosexual,47,23.65
2018,Physical abuse,Saskatchewan,Male gender,,,,,,Heterosexual,47,25.71
2018,Physical abuse,Saskatchewan,Female gender,,,,,,Heterosexual,47,21.4
2018,Physical abuse,Saskatchewan,"Total, gender",,,,,,Sexual minority,47,28.8
2018,Physical abuse,Saskatchewan,Female gender,,,,,,Sexual minority,47,29.95
2018,Physical abuse,Saskatchewan,"Total, gender",,,,,,Bisexual or pansexual,47,25.36
2018,Physical abuse,Saskatchewan,"Total, gender",,,,,,"Not stated, sexual orientation",47,19.5
2018,Physical abuse,Saskatchewan,Male gender,,,,,,"Not stated, sexual orientation",47,16.1
2018,Physical abuse,Saskatchewan,Female gender,,,,,,"Not stated, sexual orientation",47,22.36
2018,Sexual abuse,Saskatchewan,"Total, gender",,,,,,"Total, sexual orientation",47,6.81
2018,Sexual abuse,Saskatchewan,Male gender,,,,,,"Total, sexual orientation",47,2.62
2018,Sexual abuse,Saskatchewan,Female gender,,,,,,"Total, sexual orientation",47,11.0
2018,Sexual abuse,Saskatchewan,"Total, gender",,,,,,Heterosexual,47,6.91
2018,Sexual abuse,Saskatchewan,Male gender,,,,,,Heterosexual,47,2.75
2018,Sexual abuse,Saskatchewan,Female gender,,,,,,Heterosexual,47,11.16
2018,Sexual abuse,Saskatchewan,"Total, gender",,,,,,Sexual minority,47,7.0
2018,Physical or sexual abuse,Alberta,"Total, gender",,,,,,"Total, sexual orientation",48,28.82
2018,Physical or sexual abuse,Alberta,Male gender,,,,,,"Total, sexual orientation",48,26.18
2018,Physical or sexual abuse,Alberta,Female gender,,,,,,"Total, sexual orientation",48,31.47
2018,Physical or sexual abuse,Alberta,"Total, gender",,,,,,Heterosexual,48,28.53
2018,Physical or sexual abuse,Alberta,Male gender,,,,,,Heterosexual,48,25.98
2018,Physical or sexual abuse,Alberta,Female gender,,,,,,Heterosexual,48,31.19
2018,Physical or sexual abuse,Alberta,"Total, gender",,,,,,Sexual minority,48,42.81
2018,Physical or sexual abuse,Alberta,Male gender,,,,,,Sexual minority,48,43.45
2018,Physical or sexual abuse,Alberta,Female gender,,,,,,Sexual minority,48,42.39
2018,Physical or sexual abuse,Alberta,"Total, gender",,,,,,Lesbian or gay,48,51.28
2018,Physical or sexual abuse,Alberta,"Total, gender",,,,,,Bisexual or pansexual,48,34.76
2018,Physical or sexual abuse,Alberta,Female gender,,,,,,Bisexual or pansexual,48,38.56
2018,Physical or sexual abuse,Alberta,"Total, gender",,,,,,"Not stated, sexual orientation",48,18.24
2018,Physical or sexual abuse,Alberta,Male gender,,,,,,"Not stated, sexual orientation",48,15.74
2018,Physical or sexual abuse,Alberta,Female gender,,,,,,"Not stated, sexual orientation",48,20.87
2018,Physical abuse,Alberta,"Total, gender",,,,,,"Total, sexual orientation",48,25.15
2018,Physical abuse,Alberta,Male gender,,,,,,"Total, sexual orientation",48,24.98
2018,Physical abuse,Alberta,Female gender,,,,,,"Total, sexual orientation",48,25.27
2018,Physical abuse,Alberta,"Total, gender",,,,,,Heterosexual,48,24.79
2018,Physical abuse,Alberta,Male gender,,,,,,Heterosexual,48,24.9
2018,Physical abuse,Alberta,Female gender,,,,,,Heterosexual,48,24.68
2018,Physical abuse,Alberta,"Total, gender",,,,,,Sexual minority,48,38.46
2018,Physical abuse,Alberta,Male gender,,,,,,Sexual minority,48,36.81
2018,Physical abuse,Alberta,Female gender,,,,,,Sexual minority,48,39.01
2018,Physical abuse,Alberta,"Total, gender",,,,,,Lesbian or gay,48,45.99
2018,Physical abuse,Alberta,"Total, gender",,,,,,Bisexual or pansexual,48,32.97
2018,Physical abuse,Alberta,Female gender,,,,,,Bisexual or pansexual,48,37.47
2018,Physical abuse,Alberta,"Total, gender",,,,,,"Not stated, sexual orientation",48,17.9
2018,Physical abuse,Alberta,Male gender,,,,,,"Not stated, sexual orientation",48,15.74
2018,Physical abuse,Alberta,Female gender,,,,,,"Not stated, sexual orientation",48,20.2
2018,Sexual abuse,Alberta,"Total, gender",,,,,,"Total, sexual orientation",48,8.61
2018,Sexual abuse,Alberta,Male gender,,,,,,"Total, sexual orientation",48,3.21
2018,Sexual abuse,Alberta,Female gender,,,,,,"Total, sexual orientation",48,14.14
2018,Sexual abuse,Alberta,"Total, gender",,,,,,Heterosexual,48,8.37
2018,Sexual abuse,Alberta,Male gender,,,,,,Heterosexual,48,3.01
2018,Sexual abuse,Alberta,Female gender,,,,,,Heterosexual,48,13.96
2018,Sexual abuse,Alberta,"Total, gender",,,,,,Sexual minority,48,17.29
2018,Sexual abuse,Alberta,Female gender,,,,,,Sexual minority,48,22.59
2018,Sexual abuse,Alberta,"Total, gender",,,,,,Lesbian or gay,48,19.97
2018,Sexual abuse,Alberta,"Total, gender",,,,,,Bisexual or pansexual,48,14.86
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,,,,"Total, sexual orientation",59,30.47
2018,Physical or sexual abuse,British Columbia,Male gender,,,,,,"Total, sexual orientation",59,29.46
2018,Physical or sexual abuse,British Columbia,Female gender,,,,,,"Total, sexual orientation",59,31.44
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,,,,Heterosexual,59,29.91
2018,Physical or sexual abuse,British Columbia,Male gender,,,,,,Heterosexual,59,28.52
2018,Physical or sexual abuse,British Columbia,Female gender,,,,,,Heterosexual,59,31.26
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,,,,Sexual minority,59,45.46
2018,Physical or sexual abuse,British Columbia,Male gender,,,,,,Sexual minority,59,50.69
2018,Physical or sexual abuse,British Columbia,Female gender,,,,,,Sexual minority,59,41.53
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,,,,Lesbian or gay,59,40.19
2018,Physical or sexual abuse,British Columbia,Male gender,,,,,,Lesbian or gay,59,46.56
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,,,,Bisexual or pansexual,59,50.88
2018,Physical or sexual abuse,British Columbia,Female gender,,,,,,Bisexual or pansexual,59,50.9
2018,Physical or sexual abuse,British Columbia,"Total, gender",,,,,,"Not stated, sexual orientation",59,26.84
2018,Physical or sexual abuse,British Columbia,Male gender,,,,,,"Not stated, sexual orientation",59,35.13
2018,Physical or sexual abuse,British Columbia,Female gender,,,,,,"Not stated, sexual orientation",59,20.66
2018,Physical abuse,British Columbia,"Total, gender",,,,,,"Total, sexual orientation",59,26.58
2018,Physical abuse,British Columbia,Male gender,,,,,,"Total, sexual orientation",59,27.7
2018,Physical abuse,British Columbia,Female gender,,,,,,"Total, sexual orientation",59,25.46
2018,Physical abuse,British Columbia,"Total, gender",,,,,,Heterosexual,59,26.01
2018,Physical abuse,British Columbia,Male gender,,,,,,Heterosexual,59,26.79
2018,Physical abuse,British Columbia,Female gender,,,,,,Heterosexual,59,25.22
2018,Physical abuse,British Columbia,"Total, gender",,,,,,Sexual minority,59,40.92
2018,Physical abuse,British Columbia,Male gender,,,,,,Sexual minority,59,46.96
2018,Physical abuse,British Columbia,Female gender,,,,,,Sexual minority,59,36.2
2018,Physical abuse,British Columbia,"Total, gender",,,,,,Lesbian or gay,59,33.34
2018,Physical abuse,British Columbia,Male gender,,,,,,Lesbian or gay,59,40.81
2018,Physical abuse,British Columbia,"Total, gender",,,,,,Bisexual or pansexual,59,47.8
2018,Physical abuse,British Columbia,Female gender,,,,,,Bisexual or pansexual,59,46.67
2018,Physical abuse,British Columbia,"Total, gender",,,,,,"Not stated, sexual orientation",59,24.2
2018,Physical abuse,British Columbia,Male gender,,,,,,"Not stated, sexual orientation",59,34.61
2018,Physical abuse,British Columbia,Female gender,,,,,,"Not stated, sexual orientation",59,15.88
2018,Sexual abuse,British Columbia,"Total, gender",,,,,,"Total, sexual orientation",59,9.38
2018,Sexual abuse,British Columbia,Male gender,,,,,,"Total, sexual orientation",59,4.87
2018,Sexual abuse,British Columbia,Female gender,,,,,,"Total, sexual orientation",59,13.82
2018,Sexual abuse,British Columbia,"Total, gender",,,,,,Heterosexual,59,9.26
2018,Sexual abuse,British Columbia,Male gender,,,,,,Heterosexual,59,4.72
2018,Sexual abuse,British Columbia,Female gender,,,,,,Heterosexual,59,13.76
2018,Sexual abuse,British Columbia,"Total, gender",,,,,,Sexual minority,59,14.96
2018,Sexual abuse,British Columbia,Male gender,,,,,,Sexual minority,59,11.84
2018,Sexual abuse,British Columbia,Female gender,,,,,,Sexual minority,59,17.89
2018,Sexual abuse,British Columbia,"Total, gender",,,,,,Lesbian or gay,59,14.97
2018,Sexual abuse,British Columbia,"Total, gender",,,,,,Bisexual or pansexual,59,15.07
2018,Sexual abuse,British Columbia,Female gender,,,,,,Bisexual or pansexual,59,18.23
2018,Sexual abuse,British Columbia,"Total, gender",,,,,,"Not stated, sexual orientation",59,5.12
2018,Sexual abuse,British Columbia,Female gender,,,,,,"Not stated, sexual orientation",59,9.19
2018,Physical or sexual abuse,Yukon,"Total, gender",,,,,,"Total, sexual orientation",60,37.95
2018,Physical or sexual abuse,Yukon,Male gender,,,,,,"Total, sexual orientation",60,39.34
2018,Physical or sexual abuse,Yukon,Female gender,,,,,,"Total, sexual orientation",60,36.5
2018,Physical or sexual abuse,Yukon,"Total, gender",,,,,,Heterosexual,60,38.18
2018,Physical or sexual abuse,Yukon,Male gender,,,,,,Heterosexual,60,40.24
2018,Physical or sexual abuse,Yukon,Female gender,,,,,,Heterosexual,60,35.93
2018,Physical abuse,Yukon,"Total, gender",,,,,,"Total, sexual orientation",60,32.88
2018,Physical abuse,Yukon,Male gender,,,,,,"Total, sexual orientation",60,36.91
2018,Physical abuse,Yukon,Female gender,,,,,,"Total, sexual orientation",60,28.67
2018,Physical abuse,Yukon,"Total, gender",,,,,,Heterosexual,60,33.05
2018,Physical abuse,Yukon,Male gender,,,,,,Heterosexual,60,37.71
2018,Physical abuse,Yukon,Female gender,,,,,,Heterosexual,60,27.99
2018,Sexual abuse,Yukon,"Total, gender",,,,,,"Total, sexual orientation",60,13.82
2018,Sexual abuse,Yukon,Male gender,,,,,,"Total, sexual orientation",60,7.73
2018,Sexual abuse,Yukon,Female gender,,,,,,"Total, sexual orientation",60,20.16
2018,Sexual abuse,Yukon,"Total, gender",,,,,,Heterosexual,60,13.41
2018,Sexual abuse,Yukon,Male gender,,,,,,Heterosexual,60,7.76
2018,Sexual abuse,Yukon,Female gender,,,,,,Heterosexual,60,19.55
2018,Physical or sexual abuse,Northwest Territories,"Total, gender",,,,,,"Total, sexual orientation",61,33.36
2018,Physical or sexual abuse,Northwest Territories,Male gender,,,,,,"Total, sexual orientation",61,31.72
2018,Physical or sexual abuse,Northwest Territories,Female gender,,,,,,"Total, sexual orientation",61,34.95
2018,Physical or sexual abuse,Northwest Territories,"Total, gender",,,,,,Heterosexual,61,32.34
2018,Physical or sexual abuse,Northwest Territories,Male gender,,,,,,Heterosexual,61,31.44
2018,Physical or sexual abuse,Northwest Territories,Female gender,,,,,,Heterosexual,61,33.32
2018,Physical abuse,Northwest Territories,"Total, gender",,,,,,"Total, sexual orientation",61,28.47
2018,Physical abuse,Northwest Territories,Male gender,,,,,,"Total, sexual orientation",61,28.28
2018,Physical abuse,Northwest Territories,Female gender,,,,,,"Total, sexual orientation",61,28.55
2018,Physical abuse,Northwest Territories,"Total, gender",,,,,,Heterosexual,61,27.76
2018,Physical abuse,Northwest Territories,Male gender,,,,,,Heterosexual,61,28.29
2018,Physical abuse,Northwest Territories,Female gender,,,,,,Heterosexual,61,27.2
2018,Sexual abuse,Northwest Territories,"Total, gender",,,,,,"Total, sexual orientation",61,12.57
2018,Sexual abuse,Northwest Territories,Male gender,,,,,,"Total, sexual orientation",61,7.03
2018,Sexual abuse,Northwest Territories,Female gender,,,,,,"Total, sexual orientation",61,18.16
2018,Sexual abuse,Northwest Territories,"Total, gender",,,,,,Heterosexual,61,11.6
2018,Sexual abuse,Northwest Territories,Male gender,,,,,,Heterosexual,61,6.64
2018,Sexual abuse,Northwest Territories,Female gender,,,,,,Heterosexual,61,16.92
2018,Physical or sexual abuse,Nunavut,"Total, gender",,,,,,"Total, sexual orientation",62,26.1
2018,Physical or sexual abuse,Nunavut,Male gender,,,,,,"Total, sexual orientation",62,20.12
2018,Physical or sexual abuse,Nunavut,Female gender,,,,,,"Total, sexual orientation",62,32.64
2018,Physical or sexual abuse,Nunavut,"Total, gender",,,,,,Heterosexual,62,26.18
2018,Physical or sexual abuse,Nunavut,Male gender,,,,,,Heterosexual,62,20.27
2018,Physical or sexual abuse,Nunavut,Female gender,,,,,,Heterosexual,62,32.8
2018,Physical abuse,Nunavut,"Total, gender",,,,,,"Total, sexual orientation",62,19.2
2018,Physical abuse,Nunavut,Male gender,,,,,,"Total, sexual orientation",62,18.87
2018,Physical abuse,Nunavut,Female gender,,,,,,"Total, sexual orientation",62,19.56
2018,Physical abuse,Nunavut,"Total, gender",,,,,,Heterosexual,62,19.0
2018,Physical abuse,Nunavut,Male gender,,,,,,Heterosexual,62,18.97
2018,Physical abuse,Nunavut,Female gender,,,,,,Heterosexual,62,19.04
2018,Sexual abuse,Nunavut,"Total, gender",,,,,,"Total, sexual orientation",62,12.38
2018,Sexual abuse,Nunavut,Male gender,,,,,,"Total, sexual orientation",62,5.13
2018,Sexual abuse,Nunavut,Female gender,,,,,,"Total, sexual orientation",62,20.3
2018,Sexual abuse,Nunavut,"Total, gender",,,,,,Heterosexual,62,12.73
