Year,Niveau de sécurité alimentaire du ménage,Géographie,Sexe,Groupe d'âge,Type de famille économique,Minorité visible,Population autochtone,GeoCode,Value
2021,Insécurité alimentaire modérée,Ontario,Les deux sexes,Moins de 18 ans,,,,35,14.1
2021,Insécurité alimentaire grave,Ontario,Les deux sexes,Moins de 18 ans,,,,35,4.2
2021,Sécurité alimentaire,Ontario,Les deux sexes,18 à 64 ans,,,,35,80.1
2021,Insécurité alimentaire,Ontario,Les deux sexes,18 à 64 ans,,,,35,19.9
2021,Insécurité alimentaire marginale,Ontario,Les deux sexes,18 à 64 ans,,,,35,5.3
2021,Insécurité alimentaire modérée ou grave,Ontario,Les deux sexes,18 à 64 ans,,,,35,14.5
2021,Insécurité alimentaire modérée,Ontario,Les deux sexes,18 à 64 ans,,,,35,9.8
2021,Insécurité alimentaire grave,Ontario,Les deux sexes,18 à 64 ans,,,,35,4.7
2021,Sécurité alimentaire,Ontario,Les deux sexes,18 à 24 ans,,,,35,79.3
2021,Insécurité alimentaire,Ontario,Les deux sexes,18 à 24 ans,,,,35,20.7
2021,Insécurité alimentaire marginale,Ontario,Les deux sexes,18 à 24 ans,,,,35,5.8
2021,Insécurité alimentaire modérée ou grave,Ontario,Les deux sexes,18 à 24 ans,,,,35,14.9
2021,Insécurité alimentaire modérée,Ontario,Les deux sexes,18 à 24 ans,,,,35,10.7
2021,Insécurité alimentaire grave,Ontario,Les deux sexes,18 à 24 ans,,,,35,4.2
2021,Sécurité alimentaire,Ontario,Les deux sexes,25 à 34 ans,,,,35,78.7
2021,Insécurité alimentaire,Ontario,Les deux sexes,25 à 34 ans,,,,35,21.3
2021,Insécurité alimentaire marginale,Ontario,Les deux sexes,25 à 34 ans,,,,35,5.5
2021,Insécurité alimentaire modérée ou grave,Ontario,Les deux sexes,25 à 34 ans,,,,35,15.8
2021,Insécurité alimentaire modérée,Ontario,Les deux sexes,25 à 34 ans,,,,35,10.4
2021,Insécurité alimentaire grave,Ontario,Les deux sexes,25 à 34 ans,,,,35,5.4
2021,Sécurité alimentaire,Ontario,Les deux sexes,35 à 44 ans,,,,35,79.2
2021,Insécurité alimentaire,Ontario,Les deux sexes,35 à 44 ans,,,,35,20.8
2021,Insécurité alimentaire marginale,Ontario,Les deux sexes,35 à 44 ans,,,,35,5.4
2021,Insécurité alimentaire modérée ou grave,Ontario,Les deux sexes,35 à 44 ans,,,,35,15.4
2021,Insécurité alimentaire modérée,Ontario,Les deux sexes,35 à 44 ans,,,,35,10.9
2021,Insécurité alimentaire grave,Ontario,Les deux sexes,35 à 44 ans,,,,35,4.5
2021,Sécurité alimentaire,Ontario,Les deux sexes,45 à 54 ans,,,,35,80.1
2021,Insécurité alimentaire,Ontario,Les deux sexes,45 à 54 ans,,,,35,19.9
2021,Insécurité alimentaire marginale,Ontario,Les deux sexes,45 à 54 ans,,,,35,5.2
2021,Insécurité alimentaire modérée ou grave,Ontario,Les deux sexes,45 à 54 ans,,,,35,14.7
2021,Insécurité alimentaire modérée,Ontario,Les deux sexes,45 à 54 ans,,,,35,9.8
2021,Insécurité alimentaire grave,Ontario,Les deux sexes,45 à 54 ans,,,,35,4.9
2021,Sécurité alimentaire,Ontario,Les deux sexes,55 à 64 ans,,,,35,83.0
2021,Insécurité alimentaire,Ontario,Les deux sexes,55 à 64 ans,,,,35,17.0
2021,Insécurité alimentaire marginale,Ontario,Les deux sexes,55 à 64 ans,,,,35,5.0
2021,Insécurité alimentaire modérée ou grave,Ontario,Les deux sexes,55 à 64 ans,,,,35,12.0
2021,Insécurité alimentaire modérée,Ontario,Les deux sexes,55 à 64 ans,,,,35,7.7
2021,Insécurité alimentaire grave,Ontario,Les deux sexes,55 à 64 ans,,,,35,4.3
2021,Sécurité alimentaire,Ontario,Les deux sexes,65 ans et plus,,,,35,88.8
2021,Insécurité alimentaire,Ontario,Les deux sexes,65 ans et plus,,,,35,11.2
2021,Insécurité alimentaire marginale,Ontario,Les deux sexes,65 ans et plus,,,,35,4.3
2021,Insécurité alimentaire modérée ou grave,Ontario,Les deux sexes,65 ans et plus,,,,35,7.0
2021,Insécurité alimentaire modérée,Ontario,Les deux sexes,65 ans et plus,,,,35,5.2
2021,Insécurité alimentaire grave,Ontario,Les deux sexes,65 ans et plus,,,,35,1.8
2021,Sécurité alimentaire,Ontario,Homme,,Toutes les personnes,,,35,80.8
2021,Insécurité alimentaire,Ontario,Homme,,Toutes les personnes,,,35,19.2
2021,Insécurité alimentaire marginale,Ontario,Homme,,Toutes les personnes,,,35,5.2
2021,Insécurité alimentaire modérée ou grave,Ontario,Homme,,Toutes les personnes,,,35,13.9
2021,Insécurité alimentaire modérée,Ontario,Homme,,Toutes les personnes,,,35,9.6
2021,Insécurité alimentaire grave,Ontario,Homme,,Toutes les personnes,,,35,4.3
2021,Sécurité alimentaire,Ontario,Homme,Moins de 18 ans,,,,35,73.4
2021,Insécurité alimentaire,Ontario,Homme,Moins de 18 ans,,,,35,26.6
2021,Insécurité alimentaire marginale,Ontario,Homme,Moins de 18 ans,,,,35,7.0
2021,Insécurité alimentaire modérée ou grave,Ontario,Homme,Moins de 18 ans,,,,35,19.7
2021,Insécurité alimentaire modérée,Ontario,Homme,Moins de 18 ans,,,,35,15.3
2021,Insécurité alimentaire grave,Ontario,Homme,Moins de 18 ans,,,,35,4.3
2021,Sécurité alimentaire,Ontario,Homme,18 à 64 ans,,,,35,80.9
2021,Insécurité alimentaire,Ontario,Homme,18 à 64 ans,,,,35,19.1
2021,Insécurité alimentaire marginale,Ontario,Homme,18 à 64 ans,,,,35,5.0
2021,Insécurité alimentaire modérée ou grave,Ontario,Homme,18 à 64 ans,,,,35,14.1
2021,Insécurité alimentaire modérée,Ontario,Homme,18 à 64 ans,,,,35,9.2
2021,Insécurité alimentaire grave,Ontario,Homme,18 à 64 ans,,,,35,4.9
2021,Sécurité alimentaire,Ontario,Homme,65 ans et plus,,,,35,89.3
2021,Insécurité alimentaire,Ontario,Homme,65 ans et plus,,,,35,10.7
2021,Insécurité alimentaire marginale,Ontario,Homme,65 ans et plus,,,,35,4.1
2021,Insécurité alimentaire modérée ou grave,Ontario,Homme,65 ans et plus,,,,35,6.6
2021,Insécurité alimentaire modérée,Ontario,Homme,65 ans et plus,,,,35,4.7
2021,Insécurité alimentaire grave,Ontario,Homme,65 ans et plus,,,,35,1.9
2021,Sécurité alimentaire,Ontario,Femme,,Toutes les personnes,,,35,80.7
2021,Insécurité alimentaire,Ontario,Femme,,Toutes les personnes,,,35,19.3
2021,Insécurité alimentaire marginale,Ontario,Femme,,Toutes les personnes,,,35,5.5
2021,Insécurité alimentaire modérée ou grave,Ontario,Femme,,Toutes les personnes,,,35,13.9
2021,Insécurité alimentaire modérée,Ontario,Femme,,Toutes les personnes,,,35,10.0
2021,Insécurité alimentaire grave,Ontario,Femme,,Toutes les personnes,,,35,3.9
2021,Sécurité alimentaire,Ontario,Femme,Moins de 18 ans,,,,35,77.5
2021,Insécurité alimentaire,Ontario,Femme,Moins de 18 ans,,,,35,22.5
2021,Insécurité alimentaire marginale,Ontario,Femme,Moins de 18 ans,,,,35,5.7
2021,Insécurité alimentaire modérée ou grave,Ontario,Femme,Moins de 18 ans,,,,35,16.7
2021,Insécurité alimentaire modérée,Ontario,Femme,Moins de 18 ans,,,,35,12.8
2021,Insécurité alimentaire grave,Ontario,Femme,Moins de 18 ans,,,,35,4.0
2021,Sécurité alimentaire,Ontario,Femme,18 à 64 ans,,,,35,79.3
2021,Insécurité alimentaire,Ontario,Femme,18 à 64 ans,,,,35,20.7
2021,Insécurité alimentaire marginale,Ontario,Femme,18 à 64 ans,,,,35,5.7
2021,Insécurité alimentaire modérée ou grave,Ontario,Femme,18 à 64 ans,,,,35,15.0
2021,Insécurité alimentaire modérée,Ontario,Femme,18 à 64 ans,,,,35,10.5
2021,Insécurité alimentaire grave,Ontario,Femme,18 à 64 ans,,,,35,4.5
2021,Sécurité alimentaire,Ontario,Femme,65 ans et plus,,,,35,88.3
2021,Insécurité alimentaire,Ontario,Femme,65 ans et plus,,,,35,11.7
2021,Insécurité alimentaire marginale,Ontario,Femme,65 ans et plus,,,,35,4.4
2021,Insécurité alimentaire modérée ou grave,Ontario,Femme,65 ans et plus,,,,35,7.3
2021,Insécurité alimentaire modérée,Ontario,Femme,65 ans et plus,,,,35,5.6
2021,Insécurité alimentaire grave,Ontario,Femme,65 ans et plus,,,,35,1.7
2021,Sécurité alimentaire,Ontario,,,,Population des minorités visibles,,35,74.6
2021,Insécurité alimentaire,Ontario,,,,Population des minorités visibles,,35,25.4
2021,Insécurité alimentaire marginale,Ontario,,,,Population des minorités visibles,,35,6.8
2021,Insécurité alimentaire modérée ou grave,Ontario,,,,Population des minorités visibles,,35,18.5
2021,Insécurité alimentaire modérée,Ontario,,,,Population des minorités visibles,,35,14.3
2021,Insécurité alimentaire grave,Ontario,,,,Population des minorités visibles,,35,4.2
2021,Sécurité alimentaire,Ontario,,,,Sud-Asiatique,,35,78.6
2021,Insécurité alimentaire,Ontario,,,,Sud-Asiatique,,35,21.4
2021,Insécurité alimentaire marginale,Ontario,,,,Sud-Asiatique,,35,5.1
2021,Insécurité alimentaire modérée ou grave,Ontario,,,,Sud-Asiatique,,35,16.3
2021,Insécurité alimentaire modérée,Ontario,,,,Sud-Asiatique,,35,14.8
2021,Insécurité alimentaire grave,Ontario,,,,Sud-Asiatique,,35,1.5
2021,Sécurité alimentaire,Ontario,,,,Chinois,,35,80.2
2021,Insécurité alimentaire,Ontario,,,,Chinois,,35,19.8
2021,Insécurité alimentaire marginale,Ontario,,,,Chinois,,35,3.4
2021,Insécurité alimentaire modérée ou grave,Ontario,,,,Chinois,,35,16.4
2021,Insécurité alimentaire modérée,Ontario,,,,Chinois,,35,13.2
2021,Sécurité alimentaire,Ontario,,,,Noir,,35,59.9
2021,Insécurité alimentaire,Ontario,,,,Noir,,35,40.1
2021,Insécurité alimentaire marginale,Ontario,,,,Noir,,35,9.8
2021,Insécurité alimentaire modérée ou grave,Ontario,,,,Noir,,35,30.3
2021,Insécurité alimentaire modérée,Ontario,,,,Noir,,35,21.1
2021,Insécurité alimentaire grave,Ontario,,,,Noir,,35,9.2
2021,Sécurité alimentaire,Ontario,,,,Philippin,,35,64.9
2021,Insécurité alimentaire,Ontario,,,,Philippin,,35,35.1
2021,Insécurité alimentaire modérée ou grave,Ontario,,,,Philippin,,35,20.7
2021,Insécurité alimentaire modérée,Ontario,,,,Philippin,,35,14.5
2021,Sécurité alimentaire,Ontario,,,,Arabe,,35,72.5
2021,Insécurité alimentaire,Ontario,,,,Arabe,,35,27.5
2021,Insécurité alimentaire modérée,Ontario,,,,Arabe,,35,8.0
2021,Sécurité alimentaire,Ontario,,,,Latino-Américain,,35,81.2
2021,Insécurité alimentaire,Ontario,,,,Latino-Américain,,35,18.8
2021,Insécurité alimentaire modérée ou grave,Ontario,,,,Latino-Américain,,35,15.8
2021,Sécurité alimentaire,Ontario,,,,Asiatique du Sud-Est,,35,78.4
2021,Insécurité alimentaire,Ontario,,,,Asiatique du Sud-Est,,35,21.6
2021,Insécurité alimentaire modérée ou grave,Ontario,,,,Asiatique du Sud-Est,,35,18.3
2021,Insécurité alimentaire modérée,Ontario,,,,Asiatique du Sud-Est,,35,12.4
2021,Sécurité alimentaire,Ontario,,,,Autre minorité visible,,35,74.2
2021,Insécurité alimentaire,Ontario,,,,Autre minorité visible,,35,25.8
2021,Insécurité alimentaire modérée ou grave,Ontario,,,,Autre minorité visible,,35,18.4
2021,Insécurité alimentaire modérée,Ontario,,,,Autre minorité visible,,35,13.5
2021,Sécurité alimentaire,Ontario,,,,Pas une minorité visible,,35,84.3
2021,Insécurité alimentaire,Ontario,,,,Pas une minorité visible,,35,15.7
2021,Insécurité alimentaire marginale,Ontario,,,,Pas une minorité visible,,35,4.5
2021,Insécurité alimentaire modérée ou grave,Ontario,,,,Pas une minorité visible,,35,11.2
2021,Insécurité alimentaire modérée,Ontario,,,,Pas une minorité visible,,35,7.2
2021,Insécurité alimentaire grave,Ontario,,,,Pas une minorité visible,,35,4.0
2021,Sécurité alimentaire,Ontario,,,,,Population autochtone,35,64.0
2021,Insécurité alimentaire,Ontario,,,,,Population autochtone,35,36.0
2021,Insécurité alimentaire marginale,Ontario,,,,,Population autochtone,35,5.8
2021,Insécurité alimentaire modérée ou grave,Ontario,,,,,Population autochtone,35,30.2
2021,Insécurité alimentaire modérée,Ontario,,,,,Population autochtone,35,15.3
2021,Insécurité alimentaire grave,Ontario,,,,,Population autochtone,35,14.9
2021,Sécurité alimentaire,Ontario,,,,,Population non autochtone,35,81.1
2021,Insécurité alimentaire,Ontario,,,,,Population non autochtone,35,18.9
2021,Insécurité alimentaire marginale,Ontario,,,,,Population non autochtone,35,5.3
2021,Insécurité alimentaire modérée ou grave,Ontario,,,,,Population non autochtone,35,13.6
2021,Insécurité alimentaire modérée,Ontario,,,,,Population non autochtone,35,9.7
2021,Insécurité alimentaire grave,Ontario,,,,,Population non autochtone,35,3.9
2021,Sécurité alimentaire,Ontario,,,,,Pas une minorité visible ni autochtone,35,84.8
2021,Insécurité alimentaire,Ontario,,,,,Pas une minorité visible ni autochtone,35,15.2
2021,Insécurité alimentaire marginale,Ontario,,,,,Pas une minorité visible ni autochtone,35,4.5
2021,Insécurité alimentaire modérée ou grave,Ontario,,,,,Pas une minorité visible ni autochtone,35,10.7
2021,Insécurité alimentaire modérée,Ontario,,,,,Pas une minorité visible ni autochtone,35,7.0
2021,Insécurité alimentaire grave,Ontario,,,,,Pas une minorité visible ni autochtone,35,3.7
2021,Sécurité alimentaire,Provinces des Prairies,Les deux sexes,Moins de 18 ans,,,,,73.2
2021,Insécurité alimentaire,Provinces des Prairies,Les deux sexes,Moins de 18 ans,,,,,26.8
2021,Insécurité alimentaire marginale,Provinces des Prairies,Les deux sexes,Moins de 18 ans,,,,,8.2
2021,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Les deux sexes,Moins de 18 ans,,,,,18.5
2021,Insécurité alimentaire modérée,Provinces des Prairies,Les deux sexes,Moins de 18 ans,,,,,12.2
2021,Insécurité alimentaire grave,Provinces des Prairies,Les deux sexes,Moins de 18 ans,,,,,6.4
2021,Sécurité alimentaire,Provinces des Prairies,Les deux sexes,18 à 64 ans,,,,,78.5
2021,Insécurité alimentaire,Provinces des Prairies,Les deux sexes,18 à 64 ans,,,,,21.5
2021,Insécurité alimentaire marginale,Provinces des Prairies,Les deux sexes,18 à 64 ans,,,,,5.6
2021,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Les deux sexes,18 à 64 ans,,,,,15.9
2021,Insécurité alimentaire modérée,Provinces des Prairies,Les deux sexes,18 à 64 ans,,,,,9.2
2021,Insécurité alimentaire grave,Provinces des Prairies,Les deux sexes,18 à 64 ans,,,,,6.7
2021,Sécurité alimentaire,Provinces des Prairies,Les deux sexes,18 à 24 ans,,,,,78.1
2021,Insécurité alimentaire,Provinces des Prairies,Les deux sexes,18 à 24 ans,,,,,21.9
2021,Insécurité alimentaire marginale,Provinces des Prairies,Les deux sexes,18 à 24 ans,,,,,5.5
2021,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Les deux sexes,18 à 24 ans,,,,,16.4
2021,Insécurité alimentaire modérée,Provinces des Prairies,Les deux sexes,18 à 24 ans,,,,,8.1
2021,Insécurité alimentaire grave,Provinces des Prairies,Les deux sexes,18 à 24 ans,,,,,8.3
2021,Sécurité alimentaire,Provinces des Prairies,Les deux sexes,25 à 34 ans,,,,,78.2
2021,Insécurité alimentaire,Provinces des Prairies,Les deux sexes,25 à 34 ans,,,,,21.8
2021,Insécurité alimentaire marginale,Provinces des Prairies,Les deux sexes,25 à 34 ans,,,,,5.4
2021,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Les deux sexes,25 à 34 ans,,,,,16.4
2021,Insécurité alimentaire modérée,Provinces des Prairies,Les deux sexes,25 à 34 ans,,,,,9.7
2021,Insécurité alimentaire grave,Provinces des Prairies,Les deux sexes,25 à 34 ans,,,,,6.7
2021,Sécurité alimentaire,Provinces des Prairies,Les deux sexes,35 à 44 ans,,,,,75.3
2021,Insécurité alimentaire,Provinces des Prairies,Les deux sexes,35 à 44 ans,,,,,24.7
2021,Insécurité alimentaire marginale,Provinces des Prairies,Les deux sexes,35 à 44 ans,,,,,7.4
2021,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Les deux sexes,35 à 44 ans,,,,,17.3
2021,Insécurité alimentaire modérée,Provinces des Prairies,Les deux sexes,35 à 44 ans,,,,,11.1
2021,Insécurité alimentaire grave,Provinces des Prairies,Les deux sexes,35 à 44 ans,,,,,6.2
2021,Sécurité alimentaire,Provinces des Prairies,Les deux sexes,45 à 54 ans,,,,,78.2
2021,Insécurité alimentaire,Provinces des Prairies,Les deux sexes,45 à 54 ans,,,,,21.8
2021,Insécurité alimentaire marginale,Provinces des Prairies,Les deux sexes,45 à 54 ans,,,,,5.1
2021,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Les deux sexes,45 à 54 ans,,,,,16.7
2021,Insécurité alimentaire modérée,Provinces des Prairies,Les deux sexes,45 à 54 ans,,,,,9.8
2021,Insécurité alimentaire grave,Provinces des Prairies,Les deux sexes,45 à 54 ans,,,,,6.9
2021,Sécurité alimentaire,Provinces des Prairies,Les deux sexes,55 à 64 ans,,,,,83.3
2021,Insécurité alimentaire,Provinces des Prairies,Les deux sexes,55 à 64 ans,,,,,16.7
2021,Insécurité alimentaire marginale,Provinces des Prairies,Les deux sexes,55 à 64 ans,,,,,4.2
2021,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Les deux sexes,55 à 64 ans,,,,,12.5
2021,Insécurité alimentaire modérée,Provinces des Prairies,Les deux sexes,55 à 64 ans,,,,,6.5
2021,Insécurité alimentaire grave,Provinces des Prairies,Les deux sexes,55 à 64 ans,,,,,6.0
2021,Sécurité alimentaire,Provinces des Prairies,Les deux sexes,65 ans et plus,,,,,88.8
2021,Insécurité alimentaire,Provinces des Prairies,Les deux sexes,65 ans et plus,,,,,11.2
2021,Insécurité alimentaire marginale,Provinces des Prairies,Les deux sexes,65 ans et plus,,,,,3.4
2021,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Les deux sexes,65 ans et plus,,,,,7.8
2021,Insécurité alimentaire modérée,Provinces des Prairies,Les deux sexes,65 ans et plus,,,,,5.2
2021,Insécurité alimentaire grave,Provinces des Prairies,Les deux sexes,65 ans et plus,,,,,2.6
2021,Sécurité alimentaire,Provinces des Prairies,Homme,,Toutes les personnes,,,,79.6
2021,Insécurité alimentaire,Provinces des Prairies,Homme,,Toutes les personnes,,,,20.4
2021,Insécurité alimentaire marginale,Provinces des Prairies,Homme,,Toutes les personnes,,,,5.8
2021,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Homme,,Toutes les personnes,,,,14.6
2021,Insécurité alimentaire modérée,Provinces des Prairies,Homme,,Toutes les personnes,,,,8.8
2021,Insécurité alimentaire grave,Provinces des Prairies,Homme,,Toutes les personnes,,,,5.7
2021,Sécurité alimentaire,Provinces des Prairies,Homme,Moins de 18 ans,,,,,73.9
2021,Insécurité alimentaire,Provinces des Prairies,Homme,Moins de 18 ans,,,,,26.1
2021,Insécurité alimentaire marginale,Provinces des Prairies,Homme,Moins de 18 ans,,,,,8.5
2021,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Homme,Moins de 18 ans,,,,,17.7
2021,Insécurité alimentaire modérée,Provinces des Prairies,Homme,Moins de 18 ans,,,,,12.0
2021,Insécurité alimentaire grave,Provinces des Prairies,Homme,Moins de 18 ans,,,,,5.7
2021,Sécurité alimentaire,Provinces des Prairies,Homme,18 à 64 ans,,,,,79.4
2021,Insécurité alimentaire,Provinces des Prairies,Homme,18 à 64 ans,,,,,20.6
2021,Insécurité alimentaire marginale,Provinces des Prairies,Homme,18 à 64 ans,,,,,5.4
2021,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Homme,18 à 64 ans,,,,,15.2
2021,Insécurité alimentaire modérée,Provinces des Prairies,Homme,18 à 64 ans,,,,,8.8
2021,Insécurité alimentaire grave,Provinces des Prairies,Homme,18 à 64 ans,,,,,6.4
2021,Sécurité alimentaire,Provinces des Prairies,Homme,65 ans et plus,,,,,89.3
2021,Insécurité alimentaire,Provinces des Prairies,Homme,65 ans et plus,,,,,10.7
2021,Insécurité alimentaire marginale,Provinces des Prairies,Homme,65 ans et plus,,,,,3.6
2021,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Homme,65 ans et plus,,,,,7.0
2021,Insécurité alimentaire modérée,Provinces des Prairies,Homme,65 ans et plus,,,,,4.1
2021,Insécurité alimentaire grave,Provinces des Prairies,Homme,65 ans et plus,,,,,2.9
2021,Sécurité alimentaire,Provinces des Prairies,Femme,,Toutes les personnes,,,,78.1
2021,Insécurité alimentaire,Provinces des Prairies,Femme,,Toutes les personnes,,,,21.9
2021,Insécurité alimentaire marginale,Provinces des Prairies,Femme,,Toutes les personnes,,,,5.9
2021,Insécurité alimentaire modérée ou grave,Provinces des Prairies,Femme,,Toutes les personnes,,,,16.0
